user_id_anon,session_id,timestamp,item_id,prompt,answer_raw,answer_type,difficulty,attempt_n,time_sec,hint_used,y_label,split,source_type,generation_method
u_syn_27,s_syn_27_06,2026-07-03T21:17:00Z,VARS_008,¿Cuál es la diferencia principal entre variables de instancia y de clase en Java?,se declara después de usarla,short_text_1sent,hard,3,11.67,0,E2,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_04,s_syn_04_04,2026-07-04T17:41:00Z,VARS_014,¿Cómo se pueden declarar múltiples variables de tipo int en una sola línea en Java?,no entiendo,short_text_1sent,medium,2,8.57,0,E1,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_14,s_syn_14_03,2026-07-03T22:09:00Z,VARS_014,¿Cómo se pueden declarar múltiples variables de tipo int en una sola línea en Java?,se concatena como texto,short_text_1sent,medium,2,10.69,1,E5,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_07,s_syn_07_04,2026-07-04T05:56:00Z,VARS_004,¿Qué tipo de error se produce si se intenta acceder a una variable local no inicializada en Java?,se genera un error de compilacion,short_text_1sent,hard,1,10.17,0,OK,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_26,s_syn_26_04,2026-07-04T10:16:00Z,VARS_010,¿Cuál es el valor por defecto de una variable de tipo boolean en Java?,todas son globales,short_text_1sent,easy,2,19.82,0,E6,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_26,s_syn_26_04,2026-07-04T17:55:00Z,VARS_015,¿Qué palabra clave se utiliza para declarar una constante en Java?,una variable es un método,short_text_1sent,easy,2,24.06,1,E1,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_23,s_syn_23_05,2026-07-04T17:09:00Z,VARS_008,¿Cuál es la diferencia principal entre variables de instancia y de clase en Java?,0 a 255,short_text_1sent,hard,2,15.92,1,E3,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_22,s_syn_22_05,2026-07-04T00:03:00Z,VARS_002,¿Qué modificador de acceso permite que una variable sea accesible solo dentro de la misma clase?,x queda en 5,short_text_1sent,easy,3,6.47,1,E5,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_03,s_syn_03_03,2026-07-04T05:47:00Z,VARS_001,¿Cuál es la forma correcta de inicializar una variable double con el valor 5?,-128 a 159,short_text_1sent,easy,2,10.39,0,E3,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_05,s_syn_05_01,2026-07-04T05:19:00Z,VARS_013,¿Cuál es el resultado de int x = 5 / 2; System.out.println(x); en Java?,no sé,short_text_1sent,medium,1,27.62,1,E1,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_01,s_syn_01_05,2026-07-04T05:07:00Z,VARS_003,¿Cuál de las siguientes es una declaración correcta de una variable de tipo char en Java?,pribate,short_text_1sent,easy,2,17.05,1,E4,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_19,s_syn_19_06,2026-07-04T02:33:00Z,VARS_002,¿Qué modificador de acceso permite que una variable sea accesible solo dentro de la misma clase?,el tipo no importa,short_text_1sent,easy,2,23.8,0,E3,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_03,s_syn_03_05,2026-07-03T22:17:00Z,VARS_014,¿Cómo se pueden declarar múltiples variables de tipo int en una sola línea en Java?,"int x = 1, y = 2;",short_text_1sent,medium,3,6.25,1,OK,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_01,s_syn_01_01,2026-07-04T02:49:00Z,VARS_002,¿Qué modificador de acceso permite que una variable sea accesible solo dentro de la misma clase?,error,short_text_1sent,easy,3,20.72,0,E1,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_22,s_syn_22_01,2026-07-04T06:32:00Z,VARS_006,¿Qué palabra clave se utiliza para evitar que una variable de clase se sobrescriba en una subclase?,usar nombres sin significado,short_text_1sent,hard,1,22.83,1,E4,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_02,s_syn_02_05,2026-07-04T10:29:00Z,VARS_001,¿Cuál es la forma correcta de inicializar una variable double con el valor 5?,todo es string,short_text_1sent,easy,2,15.43,0,E3,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_15,s_syn_15_05,2026-07-04T08:32:00Z,VARS_005,¿Qué sucede si se intenta modificar una variable final en Java después de haber sido inicializada?,no entiendo,short_text_1sent,medium,3,10.45,1,E1,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_19,s_syn_19_02,2026-07-03T22:22:00Z,VARS_012,¿Cuál es el tamaño en bits de una variable de tipo int en Java?,inicializar es solo escribir el nombre,short_text_1sent,easy,2,16.09,0,E2,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_30,s_syn_30_03,2026-07-03T18:32:00Z,VARS_003,¿Cuál de las siguientes es una declaración correcta de una variable de tipo char en Java?,error,short_text_1sent,easy,3,8.36,0,E1,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_19,s_syn_19_01,2026-07-03T18:28:00Z,VARS_003,¿Cuál de las siguientes es una declaración correcta de una variable de tipo char en Java?,cualquier símbolo sirve,short_text_1sent,easy,3,11.67,1,E4,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_06,s_syn_06_01,2026-07-04T12:42:00Z,VARS_005,¿Qué sucede si se intenta modificar una variable final en Java después de haber sido inicializada?,se declara después de usarla,short_text_1sent,medium,1,17.56,1,E2,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_02,s_syn_02_02,2026-07-04T11:44:00Z,VARS_002,¿Qué modificador de acceso permite que una variable sea accesible solo dentro de la misma clase?,es un comando,short_text_1sent,easy,3,7.95,0,E1,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_06,s_syn_06_02,2026-07-03T20:22:00Z,VARS_001,¿Cuál es la forma correcta de inicializar una variable double con el valor 5?,la operación mantiene el valor inicial,short_text_1sent,easy,2,15.76,0,E5,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_14,s_syn_14_06,2026-07-04T10:09:00Z,VARS_006,¿Qué palabra clave se utiliza para evitar que una variable de clase se sobrescriba en una subclase?,se imprime 2.5,short_text_1sent,hard,2,15.21,1,E5,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_27,s_syn_27_02,2026-07-03T22:11:00Z,VARS_006,¿Qué palabra clave se utiliza para evitar que una variable de clase se sobrescriba en una subclase?,fin,short_text_1sent,hard,2,17.05,1,E4,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_20,s_syn_20_05,2026-07-04T06:18:00Z,VARS_005,¿Qué sucede si se intenta modificar una variable final en Java después de haber sido inicializada?,cualquier símbolo sirve,short_text_1sent,medium,3,9.93,1,E4,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_15,s_syn_15_05,2026-07-04T14:49:00Z,VARS_013,¿Cuál es el resultado de int x = 5 / 2; System.out.println(x); en Java?,el resultado es 2,short_text_1sent,medium,2,12.75,0,OK,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_15,s_syn_15_02,2026-07-04T17:18:00Z,VARS_005,¿Qué sucede si se intenta modificar una variable final en Java después de haber sido inicializada?,inicializar es solo escribir el nombre,short_text_1sent,medium,1,17.11,0,E2,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_21,s_syn_21_06,2026-07-04T14:32:00Z,VARS_003,¿Cuál de las siguientes es una declaración correcta de una variable de tipo char en Java?,el resultado es 5,short_text_1sent,easy,1,6.08,0,E5,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_15,s_syn_15_05,2026-07-04T04:58:00Z,VARS_004,¿Qué tipo de error se produce si se intenta acceder a una variable local no inicializada en Java?,no existe diferencia entre instancia y clase,short_text_1sent,hard,3,16.98,0,E6,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_01,s_syn_01_01,2026-07-04T12:30:00Z,VARS_013,¿Cuál es el resultado de int x = 5 / 2; System.out.println(x); en Java?,las de instancia son compartidas por todos,short_text_1sent,medium,3,3.18,0,E6,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_21,s_syn_21_03,2026-07-03T21:57:00Z,VARS_001,¿Cuál es la forma correcta de inicializar una variable double con el valor 5?,true,short_text_1sent,easy,1,13.16,1,E3,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_21,s_syn_21_06,2026-07-04T09:11:00Z,VARS_005,¿Qué sucede si se intenta modificar una variable final en Java después de haber sido inicializada?,se imprime 2.5,short_text_1sent,medium,1,15.08,0,E5,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_14,s_syn_14_01,2026-07-04T01:57:00Z,VARS_015,¿Qué palabra clave se utiliza para declarar una constante en Java?,no recuerdo,short_text_1sent,easy,2,21.21,0,E1,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_21,s_syn_21_01,2026-07-03T23:56:00Z,VARS_010,¿Cuál es el valor por defecto de una variable de tipo boolean en Java?,las de instancia son compartidas por todos,short_text_1sent,easy,1,30.56,1,E6,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_02,s_syn_02_01,2026-07-04T05:18:00Z,VARS_003,¿Cuál de las siguientes es una declaración correcta de una variable de tipo char en Java?,int x,short_text_1sent,easy,1,16.89,1,E2,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_19,s_syn_19_06,2026-07-04T05:20:00Z,VARS_013,¿Cuál es el resultado de int x = 5 / 2; System.out.println(x); en Java?,2,short_text_1sent,medium,1,9.84,0,OK,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_30,s_syn_30_06,2026-07-04T17:40:00Z,VARS_010,¿Cuál es el valor por defecto de una variable de tipo boolean en Java?,el valor por defecto es false,short_text_1sent,easy,1,4.09,0,OK,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_20,s_syn_20_02,2026-07-04T08:10:00Z,VARS_007,¿Qué tipo de variable es String en Java?,x no cambia,short_text_1sent,medium,1,7.91,1,E5,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_08,s_syn_08_03,2026-07-04T08:52:00Z,VARS_008,¿Cuál es la diferencia principal entre variables de instancia y de clase en Java?,la variable de clase pertenece a la clase y la de instancia al objeto,short_text_1sent,hard,1,1.1,1,OK,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_15,s_syn_15_04,2026-07-04T15:52:00Z,VARS_012,¿Cuál es el tamaño en bits de una variable de tipo int en Java?,todas son locales,short_text_1sent,easy,2,15.61,0,E6,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_12,s_syn_12_03,2026-07-04T15:24:00Z,VARS_014,¿Cómo se pueden declarar múltiples variables de tipo int en una sola línea en Java?,usar nombres sin significado,short_text_1sent,medium,2,12.51,0,E4,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_27,s_syn_27_02,2026-07-04T04:37:00Z,VARS_013,¿Cuál es el resultado de int x = 5 / 2; System.out.println(x); en Java?,2,short_text_1sent,medium,3,7.84,0,OK,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_17,s_syn_17_02,2026-07-04T05:55:00Z,VARS_009,¿Cuál es el tipo de dato por defecto para números decimales en Java?,el tipo por defecto es double,short_text_1sent,easy,3,1.1,0,OK,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_30,s_syn_30_04,2026-07-04T10:17:00Z,VARS_012,¿Cuál es el tamaño en bits de una variable de tipo int en Java?,int x = 1,short_text_1sent,easy,1,17.5,1,E2,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_14,s_syn_14_04,2026-07-04T16:28:00Z,VARS_006,¿Qué palabra clave se utiliza para evitar que una variable de clase se sobrescriba en una subclase?,el resultado es 5,short_text_1sent,hard,3,21.78,1,E5,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_14,s_syn_14_04,2026-07-04T13:30:00Z,VARS_005,¿Qué sucede si se intenta modificar una variable final en Java después de haber sido inicializada?,el resultado es 3,short_text_1sent,medium,2,21.36,0,E5,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_27,s_syn_27_06,2026-07-03T23:26:00Z,VARS_005,¿Qué sucede si se intenta modificar una variable final en Java después de haber sido inicializada?,x queda en 5,short_text_1sent,medium,3,11.21,1,E5,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_21,s_syn_21_02,2026-07-03T18:38:00Z,VARS_007,¿Qué tipo de variable es String en Java?,fina,short_text_1sent,medium,3,9.29,0,E4,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_05,s_syn_05_05,2026-07-04T01:04:00Z,VARS_012,¿Cuál es el tamaño en bits de una variable de tipo int en Java?,no recuerdo,short_text_1sent,easy,2,23.2,1,E1,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_07,s_syn_07_06,2026-07-04T15:49:00Z,VARS_011,¿Cuál es el rango de valores que puede almacenar una variable de tipo byte en Java?,de -128 a 127,short_text_1sent,medium,1,11.43,0,OK,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_21,s_syn_21_06,2026-07-04T16:04:00Z,VARS_010,¿Cuál es el valor por defecto de una variable de tipo boolean en Java?,es un comando,short_text_1sent,easy,2,32.47,1,E1,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_05,s_syn_05_04,2026-07-04T01:03:00Z,VARS_007,¿Qué tipo de variable es String en Java?,x1x2x3,short_text_1sent,medium,1,14.02,0,E4,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_30,s_syn_30_01,2026-07-04T17:04:00Z,VARS_002,¿Qué modificador de acceso permite que una variable sea accesible solo dentro de la misma clase?,se declara después de usarla,short_text_1sent,easy,3,10.81,0,E2,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_22,s_syn_22_01,2026-07-04T13:35:00Z,VARS_011,¿Cuál es el rango de valores que puede almacenar una variable de tipo byte en Java?,0 a 255,short_text_1sent,medium,1,20.96,1,E3,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_11,s_syn_11_06,2026-07-03T23:58:00Z,VARS_009,¿Cuál es el tipo de dato por defecto para números decimales en Java?,double para decimales,short_text_1sent,easy,2,12.88,1,OK,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_14,s_syn_14_03,2026-07-03T22:46:00Z,VARS_006,¿Qué palabra clave se utiliza para evitar que una variable de clase se sobrescriba en una subclase?,error,short_text_1sent,hard,2,14.28,0,E1,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_04,s_syn_04_05,2026-07-04T01:26:00Z,VARS_011,¿Cuál es el rango de valores que puede almacenar una variable de tipo byte en Java?,desde -128 hasta 127,short_text_1sent,medium,3,7.55,0,OK,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_23,s_syn_23_03,2026-07-04T10:10:00Z,VARS_011,¿Cuál es el rango de valores que puede almacenar una variable de tipo byte en Java?,fina,short_text_1sent,medium,3,9.84,0,E4,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_20,s_syn_20_05,2026-07-04T07:42:00Z,VARS_004,¿Qué tipo de error se produce si se intenta acceder a una variable local no inicializada en Java?,no recuerdo,short_text_1sent,hard,1,15.87,0,E1,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_23,s_syn_23_04,2026-07-04T03:14:00Z,VARS_006,¿Qué palabra clave se utiliza para evitar que una variable de clase se sobrescriba en una subclase?,la palabra clave final,short_text_1sent,hard,2,8.6,0,OK,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_07,s_syn_07_01,2026-07-03T19:05:00Z,VARS_008,¿Cuál es la diferencia principal entre variables de instancia y de clase en Java?,64 bits,short_text_1sent,hard,3,9.8,1,E3,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_20,s_syn_20_04,2026-07-04T00:03:00Z,VARS_008,¿Cuál es la diferencia principal entre variables de instancia y de clase en Java?,se declara después de usarla,short_text_1sent,hard,3,20.76,0,E2,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_04,s_syn_04_06,2026-07-03T18:02:00Z,VARS_013,¿Cuál es el resultado de int x = 5 / 2; System.out.println(x); en Java?,declarar e inicializar es lo mismo,short_text_1sent,medium,2,13.67,1,E2,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_14,s_syn_14_06,2026-07-04T03:50:00Z,VARS_009,¿Cuál es el tipo de dato por defecto para números decimales en Java?,la operación mantiene el valor inicial,short_text_1sent,easy,1,19.91,0,E5,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_15,s_syn_15_05,2026-07-04T07:53:00Z,VARS_006,¿Qué palabra clave se utiliza para evitar que una variable de clase se sobrescriba en una subclase?,privado,short_text_1sent,hard,2,14.09,0,E4,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_12,s_syn_12_01,2026-07-04T08:59:00Z,VARS_005,¿Qué sucede si se intenta modificar una variable final en Java después de haber sido inicializada?,no sé,short_text_1sent,medium,1,14.29,0,E1,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_01,s_syn_01_02,2026-07-04T04:15:00Z,VARS_011,¿Cuál es el rango de valores que puede almacenar una variable de tipo byte en Java?,x queda en 5,short_text_1sent,medium,3,20.64,0,E5,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_12,s_syn_12_01,2026-07-04T03:32:00Z,VARS_015,¿Qué palabra clave se utiliza para declarar una constante en Java?,constant,short_text_1sent,easy,3,12.34,0,E4,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_05,s_syn_05_02,2026-07-04T05:15:00Z,VARS_005,¿Qué sucede si se intenta modificar una variable final en Java después de haber sido inicializada?,error,short_text_1sent,medium,2,3.45,0,E1,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_03,s_syn_03_04,2026-07-04T04:15:00Z,VARS_007,¿Qué tipo de variable es String en Java?,publico,short_text_1sent,medium,1,18.07,0,E4,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_04,s_syn_04_02,2026-07-04T03:55:00Z,VARS_009,¿Cuál es el tipo de dato por defecto para números decimales en Java?,el resultado es 0,short_text_1sent,easy,1,15.94,0,E5,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_19,s_syn_19_03,2026-07-04T10:12:00Z,VARS_012,¿Cuál es el tamaño en bits de una variable de tipo int en Java?,no se,short_text_1sent,easy,2,13.89,0,E1,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_17,s_syn_17_06,2026-07-04T17:52:00Z,VARS_003,¿Cuál de las siguientes es una declaración correcta de una variable de tipo char en Java?,una variable de clase depende de cada instancia,short_text_1sent,easy,1,6.56,1,E6,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_17,s_syn_17_01,2026-07-04T02:05:00Z,VARS_002,¿Qué modificador de acceso permite que una variable sea accesible solo dentro de la misma clase?,no existe diferencia entre instancia y clase,short_text_1sent,easy,2,13.55,0,E6,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_06,s_syn_06_01,2026-07-04T11:27:00Z,VARS_008,¿Cuál es la diferencia principal entre variables de instancia y de clase en Java?,una variable de clase depende de cada instancia,short_text_1sent,hard,3,1.1,1,E6,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_21,s_syn_21_06,2026-07-04T03:11:00Z,VARS_002,¿Qué modificador de acceso permite que una variable sea accesible solo dentro de la misma clase?,x no cambia,short_text_1sent,easy,3,18.26,0,E5,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_30,s_syn_30_02,2026-07-04T16:22:00Z,VARS_015,¿Qué palabra clave se utiliza para declarar una constante en Java?,-128 a 159,short_text_1sent,easy,1,10.65,1,E3,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_06,s_syn_06_06,2026-07-03T21:41:00Z,VARS_005,¿Qué sucede si se intenta modificar una variable final en Java después de haber sido inicializada?,se genera un error de compilacion,short_text_1sent,medium,1,4.13,1,OK,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_19,s_syn_19_01,2026-07-04T10:44:00Z,VARS_014,¿Cómo se pueden declarar múltiples variables de tipo int en una sola línea en Java?,usar nombres sin significado,short_text_1sent,medium,2,7.61,0,E4,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_01,s_syn_01_06,2026-07-03T19:10:00Z,VARS_007,¿Qué tipo de variable es String en Java?,int,short_text_1sent,medium,3,15.46,0,E3,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_05,s_syn_05_06,2026-07-04T12:39:00Z,VARS_003,¿Cuál de las siguientes es una declaración correcta de una variable de tipo char en Java?,sirve para ejecutar instrucciones,short_text_1sent,easy,1,12.38,0,E1,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_22,s_syn_22_04,2026-07-04T10:34:00Z,VARS_008,¿Cuál es la diferencia principal entre variables de instancia y de clase en Java?,"static es de clase, instancia es de cada objeto",short_text_1sent,hard,2,3.24,1,OK,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_30,s_syn_30_02,2026-07-04T11:46:00Z,VARS_004,¿Qué tipo de error se produce si se intenta acceder a una variable local no inicializada en Java?,no existe diferencia entre instancia y clase,short_text_1sent,hard,2,19.79,0,E6,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_07,s_syn_07_03,2026-07-03T19:22:00Z,VARS_002,¿Qué modificador de acceso permite que una variable sea accesible solo dentro de la misma clase?,el resultado es 3,short_text_1sent,easy,2,10.08,1,E5,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_05,s_syn_05_01,2026-07-04T07:05:00Z,VARS_005,¿Qué sucede si se intenta modificar una variable final en Java después de haber sido inicializada?,solo se escribe el tipo,short_text_1sent,medium,3,18.33,0,E2,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_21,s_syn_21_04,2026-07-04T05:02:00Z,VARS_013,¿Cuál es el resultado de int x = 5 / 2; System.out.println(x); en Java?,64 bits,short_text_1sent,medium,1,7.87,0,E3,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_30,s_syn_30_06,2026-07-04T03:20:00Z,VARS_012,¿Cuál es el tamaño en bits de una variable de tipo int en Java?,1,short_text_1sent,easy,1,13.98,0,E3,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_15,s_syn_15_03,2026-07-04T01:29:00Z,VARS_011,¿Cuál es el rango de valores que puede almacenar una variable de tipo byte en Java?,64 bits,short_text_1sent,medium,2,16.97,0,E3,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_11,s_syn_11_01,2026-07-04T04:49:00Z,VARS_007,¿Qué tipo de variable es String en Java?,las de instancia son compartidas por todos,short_text_1sent,medium,3,20.76,1,E6,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_11,s_syn_11_02,2026-07-03T22:17:00Z,VARS_013,¿Cuál es el resultado de int x = 5 / 2; System.out.println(x); en Java?,el resultado es 2,short_text_1sent,medium,1,14.81,0,OK,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_15,s_syn_15_01,2026-07-04T06:35:00Z,VARS_009,¿Cuál es el tipo de dato por defecto para números decimales en Java?,error,short_text_1sent,easy,2,26.45,0,E1,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_21,s_syn_21_03,2026-07-04T03:22:00Z,VARS_008,¿Cuál es la diferencia principal entre variables de instancia y de clase en Java?,"static es de clase, instancia es de cada objeto",short_text_1sent,hard,1,12.65,0,OK,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_05,s_syn_05_04,2026-07-03T23:02:00Z,VARS_001,¿Cuál es la forma correcta de inicializar una variable double con el valor 5?,local y global son lo mismo,short_text_1sent,easy,2,9.16,0,E6,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_14,s_syn_14_02,2026-07-04T01:36:00Z,VARS_014,¿Cómo se pueden declarar múltiples variables de tipo int en una sola línea en Java?,local y global son lo mismo,short_text_1sent,medium,3,11.38,1,E6,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_15,s_syn_15_06,2026-07-04T09:19:00Z,VARS_013,¿Cuál es el resultado de int x = 5 / 2; System.out.println(x); en Java?,publico,short_text_1sent,medium,3,18.52,0,E4,train,synthetic_augmented,plantillas controladas + variación de respuestas
u_syn_23,s_syn_23_04,2026-07-04T07:34:00Z,VARS_011,¿Cuál es el rango de valores que puede almacenar una variable de tipo byte en Java?,no se evalúa la expresión,short_text_1sent,medium,1,22.47,0,E5,train,synthetic_augmented,plantillas controladas + variación de respuestas
