user_id_anon,session_id,timestamp,item_id,prompt,answer_raw,answer_type,difficulty,attempt_n,time_sec,hint_used,y_label
synthetic,synthetic,,VARS_005,¿Qué sucede si se intenta modificar una variable final en Java después de haber sido inicializada?,Todas las variables son globales.,short_text_1sent,medium,2,13.62,1,E6
synthetic,synthetic,,VARS_013,¿Cuál es el resultado de int x = 5 / 2; System.out.println(x); en Java?,sdsd,short_text_1sent,medium,3,29.86,0,E1
synthetic,synthetic,,VARS_009,¿Cuál es el tipo de dato por defecto para números decimales en Java?,sdsd,short_text_1sent,easy,3,16.07,1,E1
synthetic,synthetic,,VARS_013,¿Cuál es el resultado de int x = 5 / 2; System.out.println(x); en Java?,Puede llamarse con símbolos raros.,short_text_1sent,medium,3,57.43,1,E4
synthetic,synthetic,,VARS_010,¿Cuál es el valor por defecto de una variable de tipo boolean en Java?,Una variable local siempre modifica la global.,short_text_1sent,easy,1,37.07,0,E6
synthetic,synthetic,,VARS_010,¿Cuál es el valor por defecto de una variable de tipo boolean en Java?,Asignar es solo escribir el nombre de la variable.,short_text_1sent,easy,3,29.91,0,E2
synthetic,synthetic,,VARS_001,¿Cuál es la forma correcta de inicializar una variable double con el valor 5?,El nombre no necesita tener significado.,short_text_1sent,easy,3,55.75,0,E4
synthetic,synthetic,,VARS_014,¿Cómo se pueden declarar múltiples variables de tipo int en una sola línea en Java?,"La respuesta es int x = 1, y = 2;",short_text_1sent,medium,1,37.51,0,OK
synthetic,synthetic,,VARS_009,¿Cuál es el tipo de dato por defecto para números decimales en Java?,Una variable puede empezar por número.,short_text_1sent,easy,2,52.79,0,E4
synthetic,synthetic,,VARS_005,¿Qué sucede si se intenta modificar una variable final en Java después de haber sido inicializada?,no entiendo,short_text_1sent,medium,3,20.02,1,E1
synthetic,synthetic,,VARS_011,¿Cuál es el rango de valores que puede almacenar una variable de tipo byte en Java?,El resultado se mantiene igual que al inicio.,short_text_1sent,medium,3,31.15,0,E5
synthetic,synthetic,,VARS_003,¿Cuál de las siguientes es una declaración correcta de una variable de tipo char en Java?,Declarar e inicializar son exactamente lo mismo.,short_text_1sent,easy,3,24.89,1,E2
synthetic,synthetic,,VARS_008,¿Cuál es la diferencia principal entre variables de instancia y de clase en Java?,Siempre debe ser entero.,short_text_1sent,hard,2,20.73,0,E3
synthetic,synthetic,,VARS_004,¿Qué tipo de error se produce si se intenta acceder a una variable local no inicializada en Java?,Una variable puede empezar por número.,short_text_1sent,hard,1,41.02,0,E4
synthetic,synthetic,,VARS_013,¿Cuál es el resultado de int x = 5 / 2; System.out.println(x); en Java?,Es 2,short_text_1sent,medium,3,22.92,0,OK
synthetic,synthetic,,VARS_010,¿Cuál es el valor por defecto de una variable de tipo boolean en Java?,El tipo de dato no importa.,short_text_1sent,easy,3,49.58,0,E3
synthetic,synthetic,,VARS_006,¿Qué palabra clave se utiliza para evitar que una variable de clase se sobrescriba en una subclase?,Una variable local siempre modifica la global.,short_text_1sent,hard,1,35.61,0,E6
synthetic,synthetic,,VARS_012,¿Cuál es el tamaño en bits de una variable de tipo int en Java?,Declarar e inicializar son exactamente lo mismo.,short_text_1sent,easy,2,54.15,1,E2
synthetic,synthetic,,VARS_003,¿Cuál de las siguientes es una declaración correcta de una variable de tipo char en Java?,Asignar es solo escribir el nombre de la variable.,short_text_1sent,easy,2,31.83,0,E2
synthetic,synthetic,,VARS_003,¿Cuál de las siguientes es una declaración correcta de una variable de tipo char en Java?,El nombre no necesita tener significado.,short_text_1sent,easy,2,18.56,0,E4
synthetic,synthetic,,VARS_013,¿Cuál es el resultado de int x = 5 / 2; System.out.println(x); en Java?,Una variable es una función.,short_text_1sent,medium,2,6.5,0,E1
synthetic,synthetic,,VARS_007,¿Qué tipo de variable es String en Java?,Un tipo de dato de objeto,short_text_1sent,medium,1,12.41,0,OK
synthetic,synthetic,,VARS_003,¿Cuál de las siguientes es una declaración correcta de una variable de tipo char en Java?,char c = 'a';,short_text_1sent,easy,2,27.49,1,OK
synthetic,synthetic,,VARS_007,¿Qué tipo de variable es String en Java?,Una variable puede empezar por número.,short_text_1sent,medium,1,40.0,1,E4
synthetic,synthetic,,VARS_010,¿Cuál es el valor por defecto de una variable de tipo boolean en Java?,false,short_text_1sent,easy,3,41.63,0,OK
synthetic,synthetic,,VARS_004,¿Qué tipo de error se produce si se intenta acceder a una variable local no inicializada en Java?,Todo valor debe ser string.,short_text_1sent,hard,1,25.27,1,E3
synthetic,synthetic,,VARS_009,¿Cuál es el tipo de dato por defecto para números decimales en Java?,El tipo de dato no importa.,short_text_1sent,easy,2,23.22,0,E3
synthetic,synthetic,,VARS_011,¿Cuál es el rango de valores que puede almacenar una variable de tipo byte en Java?,Una variable puede empezar por número.,short_text_1sent,medium,1,28.69,0,E4
synthetic,synthetic,,VARS_002,¿Qué modificador de acceso permite que una variable sea accesible solo dentro de la misma clase?,Todo valor debe ser string.,short_text_1sent,easy,3,49.09,1,E3
synthetic,synthetic,,VARS_009,¿Cuál es el tipo de dato por defecto para números decimales en Java?,asd,short_text_1sent,easy,1,45.82,0,E1
synthetic,synthetic,,VARS_014,¿Cómo se pueden declarar múltiples variables de tipo int en una sola línea en Java?,El resultado se mantiene igual que al inicio.,short_text_1sent,medium,2,43.35,0,E5
synthetic,synthetic,,VARS_014,¿Cómo se pueden declarar múltiples variables de tipo int en una sola línea en Java?,El tipo de dato no importa.,short_text_1sent,medium,3,34.59,1,E3
synthetic,synthetic,,VARS_006,¿Qué palabra clave se utiliza para evitar que una variable de clase se sobrescriba en una subclase?,No existe diferencia entre local y global.,short_text_1sent,hard,2,50.37,0,E6
synthetic,synthetic,,VARS_002,¿Qué modificador de acceso permite que una variable sea accesible solo dentro de la misma clase?,Una variable puede empezar por número.,short_text_1sent,easy,2,52.38,0,E4
synthetic,synthetic,,VARS_011,¿Cuál es el rango de valores que puede almacenar una variable de tipo byte en Java?,Puede llamarse con símbolos raros.,short_text_1sent,medium,2,5.27,1,E4
synthetic,synthetic,,VARS_008,¿Cuál es la diferencia principal entre variables de instancia y de clase en Java?,Inicializar no necesita valor.,short_text_1sent,hard,1,34.69,1,E2
synthetic,synthetic,,VARS_003,¿Cuál de las siguientes es una declaración correcta de una variable de tipo char en Java?,La respuesta es char c = 'a';,short_text_1sent,easy,2,20.78,0,OK
synthetic,synthetic,,VARS_015,¿Qué palabra clave se utiliza para declarar una constante en Java?,no sé,short_text_1sent,easy,1,47.7,0,E1
synthetic,synthetic,,VARS_004,¿Qué tipo de error se produce si se intenta acceder a una variable local no inicializada en Java?,La respuesta es Se genera un error de compilación,short_text_1sent,hard,2,13.9,1,OK
synthetic,synthetic,,VARS_009,¿Cuál es el tipo de dato por defecto para números decimales en Java?,Declarar e inicializar son exactamente lo mismo.,short_text_1sent,easy,2,28.02,1,E2
synthetic,synthetic,,VARS_011,¿Cuál es el rango de valores que puede almacenar una variable de tipo byte en Java?,asd,short_text_1sent,medium,1,38.58,1,E1
synthetic,synthetic,,VARS_013,¿Cuál es el resultado de int x = 5 / 2; System.out.println(x); en Java?,no se,short_text_1sent,medium,1,28.72,1,E1
synthetic,synthetic,,VARS_013,¿Cuál es el resultado de int x = 5 / 2; System.out.println(x); en Java?,La respuesta es 2,short_text_1sent,medium,3,7.81,0,OK
synthetic,synthetic,,VARS_004,¿Qué tipo de error se produce si se intenta acceder a una variable local no inicializada en Java?,Siempre debe ser entero.,short_text_1sent,hard,2,11.29,0,E3
synthetic,synthetic,,VARS_007,¿Qué tipo de variable es String en Java?,no entiendo,short_text_1sent,medium,2,33.71,0,E1
synthetic,synthetic,,VARS_003,¿Cuál de las siguientes es una declaración correcta de una variable de tipo char en Java?,Todas las variables son globales.,short_text_1sent,easy,3,23.78,1,E6
synthetic,synthetic,,VARS_011,¿Cuál es el rango de valores que puede almacenar una variable de tipo byte en Java?,Asignar es solo escribir el nombre de la variable.,short_text_1sent,medium,3,41.4,0,E2
synthetic,synthetic,,VARS_006,¿Qué palabra clave se utiliza para evitar que una variable de clase se sobrescriba en una subclase?,ad,short_text_1sent,hard,2,28.62,0,E1
synthetic,synthetic,,VARS_015,¿Qué palabra clave se utiliza para declarar una constante en Java?,Todas las variables son globales.,short_text_1sent,easy,1,57.23,1,E6
synthetic,synthetic,,VARS_014,¿Cómo se pueden declarar múltiples variables de tipo int en una sola línea en Java?,El nombre no necesita tener significado.,short_text_1sent,medium,2,17.37,0,E4
synthetic,synthetic,,VARS_009,¿Cuál es el tipo de dato por defecto para números decimales en Java?,La variable no cambia después de la operación.,short_text_1sent,easy,2,56.71,1,E5
synthetic,synthetic,,VARS_008,¿Cuál es la diferencia principal entre variables de instancia y de clase en Java?,Declarar e inicializar son exactamente lo mismo.,short_text_1sent,hard,3,31.11,0,E2
synthetic,synthetic,,VARS_003,¿Cuál de las siguientes es una declaración correcta de una variable de tipo char en Java?,El tipo de dato no importa.,short_text_1sent,easy,1,41.63,1,E3
synthetic,synthetic,,VARS_006,¿Qué palabra clave se utiliza para evitar que una variable de clase se sobrescriba en una subclase?,Puede llamarse con símbolos raros.,short_text_1sent,hard,1,15.82,0,E4
synthetic,synthetic,,VARS_007,¿Qué tipo de variable es String en Java?,El nombre no necesita tener significado.,short_text_1sent,medium,1,45.51,0,E4
synthetic,synthetic,,VARS_005,¿Qué sucede si se intenta modificar una variable final en Java después de haber sido inicializada?,Una variable es una función.,short_text_1sent,medium,2,56.31,1,E1
synthetic,synthetic,,VARS_013,¿Cuál es el resultado de int x = 5 / 2; System.out.println(x); en Java?,Declarar e inicializar son exactamente lo mismo.,short_text_1sent,medium,2,51.99,0,E2
synthetic,synthetic,,VARS_004,¿Qué tipo de error se produce si se intenta acceder a una variable local no inicializada en Java?,No existe diferencia entre local y global.,short_text_1sent,hard,1,7.98,1,E6
synthetic,synthetic,,VARS_006,¿Qué palabra clave se utiliza para evitar que una variable de clase se sobrescriba en una subclase?,La respuesta es final,short_text_1sent,hard,3,13.92,0,OK
synthetic,synthetic,,VARS_002,¿Qué modificador de acceso permite que una variable sea accesible solo dentro de la misma clase?,Una variable puede empezar por número.,short_text_1sent,easy,3,7.32,1,E4
synthetic,synthetic,,VARS_013,¿Cuál es el resultado de int x = 5 / 2; System.out.println(x); en Java?,No existe diferencia entre local y global.,short_text_1sent,medium,2,15.11,0,E6
synthetic,synthetic,,VARS_005,¿Qué sucede si se intenta modificar una variable final en Java después de haber sido inicializada?,Una variable es una función.,short_text_1sent,medium,3,36.88,1,E1
synthetic,synthetic,,VARS_014,¿Cómo se pueden declarar múltiples variables de tipo int en una sola línea en Java?,Asignar es solo escribir el nombre de la variable.,short_text_1sent,medium,3,11.27,1,E2
synthetic,synthetic,,VARS_002,¿Qué modificador de acceso permite que una variable sea accesible solo dentro de la misma clase?,Una variable puede empezar por número.,short_text_1sent,easy,3,52.33,1,E4
synthetic,synthetic,,VARS_006,¿Qué palabra clave se utiliza para evitar que una variable de clase se sobrescriba en una subclase?,Una variable es una función.,short_text_1sent,hard,2,13.3,1,E1
synthetic,synthetic,,VARS_015,¿Qué palabra clave se utiliza para declarar una constante en Java?,Es final,short_text_1sent,easy,1,38.17,0,OK
synthetic,synthetic,,VARS_014,¿Cómo se pueden declarar múltiples variables de tipo int en una sola línea en Java?,Una variable puede empezar por número.,short_text_1sent,medium,1,33.75,0,E4
synthetic,synthetic,,VARS_001,¿Cuál es la forma correcta de inicializar una variable double con el valor 5?,Todas las variables son globales.,short_text_1sent,easy,1,44.54,1,E6
synthetic,synthetic,,VARS_008,¿Cuál es la diferencia principal entre variables de instancia y de clase en Java?,no entiendo,short_text_1sent,hard,3,44.57,1,E1
synthetic,synthetic,,VARS_010,¿Cuál es el valor por defecto de una variable de tipo boolean en Java?,Todo valor debe ser string.,short_text_1sent,easy,1,29.55,0,E3
synthetic,synthetic,,VARS_014,¿Cómo se pueden declarar múltiples variables de tipo int en una sola línea en Java?,Todas las variables son globales.,short_text_1sent,medium,2,43.07,1,E6
synthetic,synthetic,,VARS_004,¿Qué tipo de error se produce si se intenta acceder a una variable local no inicializada en Java?,no se,short_text_1sent,hard,3,50.89,0,E1
synthetic,synthetic,,VARS_013,¿Cuál es el resultado de int x = 5 / 2; System.out.println(x); en Java?,Una variable puede empezar por número.,short_text_1sent,medium,1,23.34,1,E4
synthetic,synthetic,,VARS_007,¿Qué tipo de variable es String en Java?,Puede llamarse con símbolos raros.,short_text_1sent,medium,1,7.54,0,E4
synthetic,synthetic,,VARS_006,¿Qué palabra clave se utiliza para evitar que una variable de clase se sobrescriba en una subclase?,El resultado se mantiene igual que al inicio.,short_text_1sent,hard,1,17.18,0,E5
synthetic,synthetic,,VARS_013,¿Cuál es el resultado de int x = 5 / 2; System.out.println(x); en Java?,Puede llamarse con símbolos raros.,short_text_1sent,medium,3,52.9,1,E4
synthetic,synthetic,,VARS_015,¿Qué palabra clave se utiliza para declarar una constante en Java?,Es final,short_text_1sent,easy,1,48.33,1,OK
synthetic,synthetic,,VARS_007,¿Qué tipo de variable es String en Java?,no sé,short_text_1sent,medium,1,20.75,0,E1
synthetic,synthetic,,VARS_007,¿Qué tipo de variable es String en Java?,Siempre debe ser entero.,short_text_1sent,medium,1,38.48,0,E3
synthetic,synthetic,,VARS_005,¿Qué sucede si se intenta modificar una variable final en Java después de haber sido inicializada?,asd,short_text_1sent,medium,3,55.86,0,E1
synthetic,synthetic,,VARS_001,¿Cuál es la forma correcta de inicializar una variable double con el valor 5?,asd,short_text_1sent,easy,1,5.99,0,E1
synthetic,synthetic,,VARS_005,¿Qué sucede si se intenta modificar una variable final en Java después de haber sido inicializada?,Puede llamarse con símbolos raros.,short_text_1sent,medium,2,35.16,1,E4
synthetic,synthetic,,VARS_011,¿Cuál es el rango de valores que puede almacenar una variable de tipo byte en Java?,Una variable local siempre modifica la global.,short_text_1sent,medium,2,12.34,1,E6
synthetic,synthetic,,VARS_005,¿Qué sucede si se intenta modificar una variable final en Java después de haber sido inicializada?,Todo valor debe ser string.,short_text_1sent,medium,1,30.84,1,E3
synthetic,synthetic,,VARS_013,¿Cuál es el resultado de int x = 5 / 2; System.out.println(x); en Java?,La variable no cambia después de la operación.,short_text_1sent,medium,2,54.84,0,E5
synthetic,synthetic,,VARS_008,¿Cuál es la diferencia principal entre variables de instancia y de clase en Java?,Todas las variables son globales.,short_text_1sent,hard,1,22.89,1,E6
synthetic,synthetic,,VARS_005,¿Qué sucede si se intenta modificar una variable final en Java después de haber sido inicializada?,Siempre debe ser entero.,short_text_1sent,medium,2,13.09,0,E3
synthetic,synthetic,,VARS_009,¿Cuál es el tipo de dato por defecto para números decimales en Java?,La respuesta es double,short_text_1sent,easy,3,40.89,1,OK
synthetic,synthetic,,VARS_014,¿Cómo se pueden declarar múltiples variables de tipo int en una sola línea en Java?,Declarar e inicializar son exactamente lo mismo.,short_text_1sent,medium,2,47.87,0,E2
synthetic,synthetic,,VARS_006,¿Qué palabra clave se utiliza para evitar que una variable de clase se sobrescriba en una subclase?,Inicializar no necesita valor.,short_text_1sent,hard,1,13.42,0,E2
synthetic,synthetic,,VARS_006,¿Qué palabra clave se utiliza para evitar que una variable de clase se sobrescriba en una subclase?,Una variable local siempre modifica la global.,short_text_1sent,hard,1,26.97,0,E6
synthetic,synthetic,,VARS_012,¿Cuál es el tamaño en bits de una variable de tipo int en Java?,Es 32 bits,short_text_1sent,easy,3,13.42,0,OK
synthetic,synthetic,,VARS_015,¿Qué palabra clave se utiliza para declarar una constante en Java?,Inicializar no necesita valor.,short_text_1sent,easy,3,19.61,1,E2
synthetic,synthetic,,VARS_003,¿Cuál de las siguientes es una declaración correcta de una variable de tipo char en Java?,El resultado se mantiene igual que al inicio.,short_text_1sent,easy,2,35.6,0,E5
synthetic,synthetic,,VARS_014,¿Cómo se pueden declarar múltiples variables de tipo int en una sola línea en Java?,Siempre debe ser entero.,short_text_1sent,medium,3,31.84,1,E3
synthetic,synthetic,,VARS_014,¿Cómo se pueden declarar múltiples variables de tipo int en una sola línea en Java?,asd,short_text_1sent,medium,2,26.93,1,E1
synthetic,synthetic,,VARS_013,¿Cuál es el resultado de int x = 5 / 2; System.out.println(x); en Java?,Declarar e inicializar son exactamente lo mismo.,short_text_1sent,medium,2,44.17,1,E2
synthetic,synthetic,,VARS_009,¿Cuál es el tipo de dato por defecto para números decimales en Java?,Una variable local siempre modifica la global.,short_text_1sent,easy,1,28.05,0,E6
synthetic,synthetic,,VARS_008,¿Cuál es la diferencia principal entre variables de instancia y de clase en Java?,La respuesta es Las de clase usan static,short_text_1sent,hard,1,17.63,1,OK
synthetic,synthetic,,VARS_008,¿Cuál es la diferencia principal entre variables de instancia y de clase en Java?,El resultado se mantiene igual que al inicio.,short_text_1sent,hard,2,20.65,1,E5
synthetic,synthetic,,VARS_012,¿Cuál es el tamaño en bits de una variable de tipo int en Java?,32 bits,short_text_1sent,easy,3,6.09,1,OK
synthetic,synthetic,,VARS_001,¿Cuál es la forma correcta de inicializar una variable double con el valor 5?,El nombre no necesita tener significado.,short_text_1sent,easy,1,26.66,1,E4
synthetic,synthetic,,VARS_013,¿Cuál es el resultado de int x = 5 / 2; System.out.println(x); en Java?,Todas las variables son globales.,short_text_1sent,medium,2,49.59,0,E6
synthetic,synthetic,,VARS_012,¿Cuál es el tamaño en bits de una variable de tipo int en Java?,El resultado se mantiene igual que al inicio.,short_text_1sent,easy,3,36.34,1,E5
synthetic,synthetic,,VARS_004,¿Qué tipo de error se produce si se intenta acceder a una variable local no inicializada en Java?,Es Se genera un error de compilación,short_text_1sent,hard,3,37.95,1,OK
synthetic,synthetic,,VARS_009,¿Cuál es el tipo de dato por defecto para números decimales en Java?,Inicializar no necesita valor.,short_text_1sent,easy,3,54.93,0,E2
synthetic,synthetic,,VARS_009,¿Cuál es el tipo de dato por defecto para números decimales en Java?,no sé,short_text_1sent,easy,3,59.63,0,E1
synthetic,synthetic,,VARS_013,¿Cuál es el resultado de int x = 5 / 2; System.out.println(x); en Java?,La variable no cambia después de la operación.,short_text_1sent,medium,3,48.98,1,E5
synthetic,synthetic,,VARS_013,¿Cuál es el resultado de int x = 5 / 2; System.out.println(x); en Java?,El tipo de dato no importa.,short_text_1sent,medium,1,52.99,0,E3
